关键词,博文
防疫,#上海疫情#看了这么多实时消息，感觉上海的防疫基层干部管理有很大问题吖，深圳这边基层干部都是事业单位、公务员、国企单位、社工志愿者组成，总体对封控管控居民的基本保障都是很好的，而且物资都是免费的（越富的社区发的吃的越好），有重大急事可以申请去办通行证，只要合理性基本都是一路绿灯。相 ​  展开c
防疫,"
                    批评美国把防疫政治化，嘲笑美国把自己给伤了，然后，提个酒瓶把自己脑袋也砸个窟窿，显得比美国更威风？ ​                "
防疫,#华南理工大学防疫#@华南理工大学 别装死啊 ​                
防疫,#汕头大学防疫#为什么200万都可以上热议，👆🏻 这个800万上不了！#汕头大学防疫# 2汕头·汕头大学 ​                
防疫,#汕头大学防疫# 打卡 ​                
防疫,#汕头大学防疫#举个例子？怎么不排查一下教职工 附中学生家长有没有去万象城的？因为别的事情外出然后饭点去万象城吃顿饭买个东西也要写在外出申请理由里面吗？写了会同意吗？那不就是写了这个理由不会批准外出，不写这个理由外出了也不批准外出咯🙄，啊对对对 2汕头 ​                
防疫,"
                    防疫防成这个几把样还不让说 ​                "
防疫,"
                    有些话我一直想说但是感觉不好意思开口。上海这波防疫是真的不仅害了自己还祸及周边城市。作为防疫一线的一员吧（姑且算是，天天当小红），就我目前掌握的郑州疫情情况，都是从上海输入进来的病例扩散开的。也不是说在指责吧，毕竟生病了也不是谁的错，但是这波上海政府的管理真的太混乱了。不停地 ​  展开c"
防疫,"
                    我是支持精准防疫的，上海的搞法，不是精准，而不防，甚至是作精准秀。发现了病例，封一个奶茶店。到现在也没高风险区，但是全中国都搞上海看成高风险区。没有一个被外溢的省市提防上海人，但是今天“外省”就是上海。用作秀代替工作，用表演代替防疫，一人炒作，众人跟随。上海怎么能不出破口？                "
防疫,"
                    在中国人的认知里，生命是大于一切的，这个一切里当然包括自由，这也就是目前中国防疫政策的理论依据，但是看看现在的情况，上海没有因为新冠肺炎死人（起码官方报道的数据是这么说的），却因为政府和地方大小机构不作为导致了好想看病却看不了的人去世，这不刚好和中国人的普世价值观背道而驰了吗，防 ​  展开c"
防疫,#官方回应上海哮喘老人救助无效去世#这是咖啡特立独行含糊不清模棱两可的防疫政策造成的。本不必如此。就像一个学校的班级主任，本来他们学校学生一直勤勤恳恳成绩很好，他带的班更好。突然有一天有个一直和他眉来眼去的文具商给他推荐新笔。说用这笔啊解题只需要握笔人写个解字，后面的内容，笔自动给 ​  展开c
防疫,"
                    谢谢汕大的解封，虽然还没解封，可能是忘了，但还是提前谢谢了吧，毕竟总不可能真不解封吧，肯定不可能，毕竟他是汕大，我怕一会发了的话他看不到我的感谢，所以就在这提前谢谢汕大了#汕头大学防疫##汕头大学防疫双标##刘浩存支持汕大防疫# 2汕头·汕头市卫生学校 ​                "
防疫,"#官方回应上海哮喘老人救助无效去世##官方回应上海哮喘老人救助无效去世#
一，小区封控人员在老人生前做过什么措施？二，对于生病人员政府如何安置？有没有细则及流程？
三，政府有没有突发情况应急预案？有没有颁布正式通知告知防疫人员？
四，疾控中心有没有组织医务人员系统学习初了采核酸以外的东 ​ 展开c"
防疫,"
                    关于济南市说的开学封闭式管理 就是这么防疫的  送死队？#莱芜开学# ​                "
防疫,"
                    和大家吐槽一下我们这里的防疫政策。我在辽宁丹东，目前0确诊，但是由于省内疫情以及国内疫情还是严峻，所以丹东开启防疫政策了半月有余，不过内容极其不合理，关浴池理发店等，不关饭店商场，最难理解的是封停了所有快递。丹东的快递90%都是沈阳中转，沈阳疫情最严重的时候封停可以理解，可是沈阳现在 ​  展开c"
防疫,"
                    天啊。有些东西我都懒得讨论，我觉得有人性的有基本道德的人都不会那么想，我以为至少是共识呢。原来没有啊，咱没有这么多共识，还是有很多能眼睁睁看着别人在自己面前去死的人，还有好多人会觉得老人因为防疫在家里被饿死是正常淘汰，都怪老人家自己平时不做核酸。天啊，我没话讲。 ​                "
防疫,"金川紗耶#金川纱耶blog#
金川紗耶blog vol.70
致大家

这里是金川紗耶
晚上已经发表过了，PCR检查诊断出了阳性。
为了能早早的恢复工作，我想会努力去恢复的、
为了能以健康的姿态出现在各位的面前请允许我去修养一下。
恢复之后也要好好的做好防疫工作。
大家也要注意身体、注意健康
金川紗 ​ 展开c"
防疫,"
                    【#长沙南站对外省入湘旅客查验48小时内核酸证明# 】为满足旅客清明假期出行需求，广铁集团备足运力，精准开行列车。同时加强进出站测温、验健康码、免费核酸测试等站车防疫措施，增加列车、自动售票机、候车座椅、电梯扶手等重点部位消毒频次，确保旅客出行安全。（政法频道） O长沙南站对外省入湘旅客查验48小时核酸证明  ​  展开c"
防疫,#汕头大学防疫#我就是饿死也不会去你家食堂群体聚集的，放心吧 ​                
防疫,"
                    ""防疫""#济南疫情##莱芜开学# ​                "
防疫,#汕头大学防疫#晕，过渡校区宿舍楼的铃声也很让人无语真是个人才，宿舍楼装铃声你干脆改成高中算了，啥大学啊 ​                
防疫,"
                    姜涩琪确诊新冠Red Velvet姜涩琪确诊新冠，已注射两针疫苗，目前暂停行程居家隔离中，所有活动暂停。美女早日康复，想念美女在舞台上的样子了，早日康复，做好防疫工作吧，期待舞台。  L娱乐星圈的微博视频 ​                "
防疫,"
                    只封高校其实是政府决策问题 但是请假你不批就是你们的不对了#宁波高校防疫在行动##宁波高校一刀切# ​                "
防疫,#官方回应上海哮喘老人救助无效去世#当初也不知道是谁在吹上海防疫很好的 ​                
防疫,#广州高校封校管理现状##汕头大学防疫# 谢谢你，传单侠 ​                
防疫,"
                    不是吧 这都不能引起你的注意？#刘浩存支持汕大防疫##汕大防疫# @中国青年报 @广东共青团 2汕头 ​                "
防疫,"#我要上同城精选#已经解决了，谢谢大家
上海川沙新镇园二小区求
我父亲是血透患者，距离例行血透治疗已经5天，状态喘走不动路，也不敢进食！
按照上海防疫流程，进行了封闭管理，今天打了无数电话求助医院，社区，120中心，12345热线，得到的结果：
12345市民热线转接说会反馈，半天过去了，渺无音信； ​ 展开c"
防疫,#汕头大学防疫##汕大防疫# 图片不是原创，但是大家真的好勇 ​                
防疫,"
                    汕头大学不会解封第一行是假的第二行也是假的           ——《三行情书》#汕头大学防疫##汕头大学防疫双标##肖战支持汕大防疫# 2汕头·汕头市卫生学校 ​                "
防疫,"
                    至今想不通为什么有疫情没疫情郑州都封校，是全国只感染郑州大学生吗?#清明防疫严防一刀切##河南部分高校加强封闭管理调整清明假期# ​                "
防疫,"
                    不论是小作文还是真有其事，只要悲情诉苦，防疫政策，把地方组织管理力低下，消极导致的民众生命代价，都推给动态清零要求放开躺平，我看到了了那个影响力很大的陈迪在转。 ​                "
防疫,"
                    一看上海热搜要么咖啡要么防疫的感动其乐融融🙃🙃🙃打肿脸充胖子装逼玩球了还不舍得这点经济🙃🙃🙃早点封早就没事了册那，都他妈把上海当踏板去中央的就没一个真的为上海为全国人民着想的。都外溢多少了害了多少外省同胞了，外省同胞捐菜派人支援官方也不好意思说，就面子最重要呗🙃 ​                "
防疫,"
                    最近一周，大家见证了上海防疫政策的顶层设计出现了非常大的转变。上海的疫情外溢让很多其它城市很难受是事实，但是上海对中国经济的重要性也是不言而喻的。仔细读中国区域经济的历史，1949年以来，如果以1992年市场经济体制改革为分界线，前面40年中国区域经济的基本盘是东北+上海，后面30年，因为东 ​  展开c"
